"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","29.02.2024 05:10","876 μS/cm","185.77 NTU","11.69 mg/L","7.6","29.02.2024 05:12"
"Muuli VKM","29.02.2024 05:05","876 μS/cm","1857.89 NTU","11.68 mg/L","7.59","29.02.2024 05:07"
"Muuli VKM","29.02.2024 05:00","874 μS/cm","488.76 NTU","11.6 mg/L","7.57","29.02.2024 05:02"
"Muuli VKM","29.02.2024 04:55","874 μS/cm","489.96 NTU","11.6 mg/L","7.57","29.02.2024 04:57"
"Muuli VKM","29.02.2024 04:50","874 μS/cm","491.18 NTU","11.59 mg/L","7.57","29.02.2024 04:52"
"Muuli VKM","29.02.2024 04:45","874 μS/cm","492.12 NTU","11.63 mg/L","7.57","29.02.2024 04:47"
"Muuli VKM","29.02.2024 04:40","874 μS/cm","492.56 NTU","11.58 mg/L","7.57","29.02.2024 04:42"
"Muuli VKM","29.02.2024 04:35","874 μS/cm","492.09 NTU","11.59 mg/L","7.57","29.02.2024 04:37"
"Muuli VKM","29.02.2024 04:30","874 μS/cm","490.56 NTU","11.61 mg/L","7.57","29.02.2024 04:32"
"Muuli VKM","29.02.2024 04:25","874 μS/cm","487.79 NTU","11.61 mg/L","7.58","29.02.2024 04:27"
"Muuli VKM","29.02.2024 04:20","874 μS/cm","484.04 NTU","11.6 mg/L","7.58","29.02.2024 04:22"
"Muuli VKM","29.02.2024 04:15","874 μS/cm","481.05 NTU","11.61 mg/L","7.58","29.02.2024 04:17"
"Muuli VKM","29.02.2024 04:10","873 μS/cm","481.99 NTU","11.61 mg/L","7.58","29.02.2024 04:12"
"Muuli VKM","29.02.2024 04:05","873 μS/cm","483.94 NTU","11.6 mg/L","7.58","29.02.2024 04:07"
"Muuli VKM","29.02.2024 04:00","873 μS/cm","524.37 NTU","11.62 mg/L","7.58","29.02.2024 04:02"
"Muuli VKM","29.02.2024 03:55","873 μS/cm","527.59 NTU","11.63 mg/L","7.58","29.02.2024 03:57"
"Muuli VKM","29.02.2024 03:50","875 μS/cm","532.24 NTU","11.62 mg/L","7.59","29.02.2024 03:52"
"Muuli VKM","29.02.2024 03:45","878 μS/cm","539.29 NTU","11.6 mg/L","7.59","29.02.2024 03:47"
"Muuli VKM","29.02.2024 03:40","882 μS/cm","550.3 NTU","11.61 mg/L","7.59","29.02.2024 03:42"
"Muuli VKM","29.02.2024 03:35","885 μS/cm","568.13 NTU","11.64 mg/L","7.59","29.02.2024 03:37"
"Muuli VKM","29.02.2024 03:30","889 μS/cm","596.71 NTU","11.6 mg/L","7.59","29.02.2024 03:32"
"Muuli VKM","29.02.2024 03:25","894 μS/cm","640.75 NTU","11.62 mg/L","7.58","29.02.2024 03:27"
"Muuli VKM","29.02.2024 03:20","897 μS/cm","708.43 NTU","11.63 mg/L","7.59","29.02.2024 03:22"
"Muuli VKM","29.02.2024 03:15","901 μS/cm","901.58 NTU","11.62 mg/L","7.59","29.02.2024 03:17"
"Muuli VKM","29.02.2024 03:10","905 μS/cm","1553.39 NTU","11.57 mg/L","7.59","29.02.2024 03:12"
"Muuli VKM","29.02.2024 03:05","908 μS/cm","1419.2 NTU","11.49 mg/L","7.58","29.02.2024 03:07"
"Muuli VKM","29.02.2024 03:00","905 μS/cm","39.09 NTU","11.46 mg/L","7.56","29.02.2024 03:02"
"Muuli VKM","29.02.2024 02:55","906 μS/cm","38.55 NTU","11.44 mg/L","7.56","29.02.2024 02:57"
"Muuli VKM","29.02.2024 02:50","906 μS/cm","37.98 NTU","11.44 mg/L","7.56","29.02.2024 02:52"
"Muuli VKM","29.02.2024 02:45","906 μS/cm","37.32 NTU","11.44 mg/L","7.56","29.02.2024 02:47"
"Muuli VKM","29.02.2024 02:40","906 μS/cm","36.69 NTU","11.44 mg/L","7.56","29.02.2024 02:42"
"Muuli VKM","29.02.2024 02:35","906 μS/cm","35.99 NTU","11.42 mg/L","7.56","29.02.2024 02:37"
"Muuli VKM","29.02.2024 02:30","906 μS/cm","35.37 NTU","11.4 mg/L","7.57","29.02.2024 02:32"
"Muuli VKM","29.02.2024 02:25","906 μS/cm","34.79 NTU","11.45 mg/L","7.57","29.02.2024 02:27"
"Muuli VKM","29.02.2024 02:20","906 μS/cm","34.3 NTU","11.43 mg/L","7.57","29.02.2024 02:22"
"Muuli VKM","29.02.2024 02:15","906 μS/cm","33.92 NTU","11.44 mg/L","7.57","29.02.2024 02:17"
"Muuli VKM","29.02.2024 02:10","906 μS/cm","33.71 NTU","11.41 mg/L","7.57","29.02.2024 02:12"
"Muuli VKM","29.02.2024 02:05","906 μS/cm","33.69 NTU","11.41 mg/L","7.57","29.02.2024 02:07"
"Muuli VKM","29.02.2024 02:00","907 μS/cm","33.56 NTU","11.45 mg/L","7.57","29.02.2024 02:02"
"Muuli VKM","29.02.2024 01:55","906 μS/cm","33.48 NTU","11.4 mg/L","7.57","29.02.2024 01:57"
"Muuli VKM","29.02.2024 01:50","907 μS/cm","33.41 NTU","11.41 mg/L","7.58","29.02.2024 01:52"
"Muuli VKM","29.02.2024 01:45","912 μS/cm","33.48 NTU","11.43 mg/L","7.58","29.02.2024 01:47"
"Muuli VKM","29.02.2024 01:40","916 μS/cm","33.54 NTU","11.4 mg/L","7.58","29.02.2024 01:42"
"Muuli VKM","29.02.2024 01:35","921 μS/cm","33.85 NTU","11.38 mg/L","7.58","29.02.2024 01:37"
"Muuli VKM","29.02.2024 01:30","925 μS/cm","34.19 NTU","11.42 mg/L","7.58","29.02.2024 01:32"
"Muuli VKM","29.02.2024 01:25","929 μS/cm","34.58 NTU","11.44 mg/L","7.58","29.02.2024 01:27"
"Muuli VKM","29.02.2024 01:20","934 μS/cm","35.12 NTU","11.44 mg/L","7.58","29.02.2024 01:27"
"Muuli VKM","29.02.2024 01:15","938 μS/cm","2117.19 NTU","11.45 mg/L","7.58","29.02.2024 01:17"
"Muuli VKM","29.02.2024 01:10","943 μS/cm","1740.79 NTU","11.4 mg/L","7.58","29.02.2024 01:12"
"Muuli VKM","29.02.2024 01:05","946 μS/cm","426.78 NTU","11.34 mg/L","7.58","29.02.2024 01:07"
"Muuli VKM","29.02.2024 01:00","946 μS/cm","392.32 NTU","11.2 mg/L","7.55","29.02.2024 01:02"
"Muuli VKM","29.02.2024 00:55","946 μS/cm","390.49 NTU","11.19 mg/L","7.55","29.02.2024 00:57"
"Muuli VKM","29.02.2024 00:50","946 μS/cm","388.58 NTU","11.2 mg/L","7.55","29.02.2024 00:52"
"Muuli VKM","29.02.2024 00:45","945 μS/cm","386.66 NTU","11.24 mg/L","7.56","29.02.2024 00:47"
"Muuli VKM","29.02.2024 00:40","945 μS/cm","384.86 NTU","11.2 mg/L","7.56","29.02.2024 00:42"
"Muuli VKM","29.02.2024 00:35","945 μS/cm","382.93 NTU","11.25 mg/L","7.56","29.02.2024 00:37"
"Muuli VKM","29.02.2024 00:30","945 μS/cm","380.49 NTU","11.22 mg/L","7.56","29.02.2024 00:32"
"Muuli VKM","29.02.2024 00:25","945 μS/cm","378.77 NTU","11.22 mg/L","7.57","29.02.2024 00:27"
"Muuli VKM","29.02.2024 00:20","945 μS/cm","377.03 NTU","11.23 mg/L","7.57","29.02.2024 00:22"
"Muuli VKM","29.02.2024 00:15","945 μS/cm","375.24 NTU","11.24 mg/L","7.57","29.02.2024 00:22"
"Muuli VKM","29.02.2024 00:10","945 μS/cm","373.14 NTU","11.27 mg/L","7.57","29.02.2024 00:12"
"Muuli VKM","29.02.2024 00:05","945 μS/cm","372.16 NTU","11.28 mg/L","7.57","29.02.2024 00:07"
"Muuli VKM","29.02.2024 00:00","944 μS/cm","371.34 NTU","11.25 mg/L","7.58","29.02.2024 00:02"
"Muuli VKM","28.02.2024 23:55","941 μS/cm","370.44 NTU","11.25 mg/L","7.58","28.02.2024 23:57"
"Muuli VKM","28.02.2024 23:50","938 μS/cm","369.39 NTU","11.27 mg/L","7.58","28.02.2024 23:52"
"Muuli VKM","28.02.2024 23:45","929 μS/cm","368.44 NTU","11.26 mg/L","7.58","28.02.2024 23:47"
"Muuli VKM","28.02.2024 23:40","920 μS/cm","368.57 NTU","11.29 mg/L","7.58","28.02.2024 23:42"
"Muuli VKM","28.02.2024 23:35","912 μS/cm","367.24 NTU","11.28 mg/L","7.58","28.02.2024 23:37"
"Muuli VKM","28.02.2024 23:30","903 μS/cm","366.32 NTU","11.27 mg/L","7.57","28.02.2024 23:32"
"Muuli VKM","28.02.2024 23:25","894 μS/cm","366.31 NTU","11.28 mg/L","7.57","28.02.2024 23:27"
"Muuli VKM","28.02.2024 23:20","886 μS/cm","371.19 NTU","11.27 mg/L","7.57","28.02.2024 23:22"
"Muuli VKM","28.02.2024 23:15","878 μS/cm","196.29 NTU","11.31 mg/L","7.56","28.02.2024 23:17"
"Muuli VKM","28.02.2024 23:10","872 μS/cm","675.74 NTU","11.42 mg/L","7.56","28.02.2024 23:12"
"Muuli VKM","28.02.2024 23:05","866 μS/cm","216.68 NTU","11.42 mg/L","7.56","28.02.2024 23:07"
"Muuli VKM","28.02.2024 23:00","862 μS/cm","208.31 NTU","11.34 mg/L","7.56","28.02.2024 23:02"
"Muuli VKM","28.02.2024 22:55","862 μS/cm","208.59 NTU","11.37 mg/L","7.56","28.02.2024 22:57"
"Muuli VKM","28.02.2024 22:50","862 μS/cm","208.69 NTU","11.37 mg/L","7.56","28.02.2024 22:52"
"Muuli VKM","28.02.2024 22:45","862 μS/cm","207.69 NTU","11.37 mg/L","7.56","28.02.2024 22:47"
"Muuli VKM","28.02.2024 22:40","862 μS/cm","206.5 NTU","11.37 mg/L","7.57","28.02.2024 22:42"
"Muuli VKM","28.02.2024 22:35","862 μS/cm","205.14 NTU","11.35 mg/L","7.57","28.02.2024 22:37"
"Muuli VKM","28.02.2024 22:30","862 μS/cm","203.48 NTU","11.39 mg/L","7.57","28.02.2024 22:32"
"Muuli VKM","28.02.2024 22:25","862 μS/cm","201.52 NTU","11.37 mg/L","7.57","28.02.2024 22:27"
"Muuli VKM","28.02.2024 22:20","862 μS/cm","198.94 NTU","11.39 mg/L","7.57","28.02.2024 22:22"
"Muuli VKM","28.02.2024 22:15","862 μS/cm","194.54 NTU","11.36 mg/L","7.57","28.02.2024 22:17"
"Muuli VKM","28.02.2024 22:10","862 μS/cm","189.96 NTU","11.37 mg/L","7.57","28.02.2024 22:12"
"Muuli VKM","28.02.2024 22:05","862 μS/cm","185.16 NTU","11.36 mg/L","7.57","28.02.2024 22:07"
"Muuli VKM","28.02.2024 22:00","862 μS/cm","173.32 NTU","11.39 mg/L","7.57","28.02.2024 22:02"
"Muuli VKM","28.02.2024 21:55","862 μS/cm","174.28 NTU","11.38 mg/L","7.57","28.02.2024 21:57"
"Muuli VKM","28.02.2024 21:50","862 μS/cm","172.34 NTU","11.36 mg/L","7.58","28.02.2024 21:52"
"Muuli VKM","28.02.2024 21:45","861 μS/cm","162.18 NTU","11.4 mg/L","7.58","28.02.2024 21:47"
"Muuli VKM","28.02.2024 21:40","860 μS/cm","152.39 NTU","11.42 mg/L","7.58","28.02.2024 21:42"
"Muuli VKM","28.02.2024 21:35","859 μS/cm","143.05 NTU","11.39 mg/L","7.57","28.02.2024 21:37"
"Muuli VKM","28.02.2024 21:30","858 μS/cm","134.64 NTU","11.4 mg/L","7.57","28.02.2024 21:32"
"Muuli VKM","28.02.2024 21:25","857 μS/cm","126.69 NTU","11.41 mg/L","7.57","28.02.2024 21:27"
"Muuli VKM","28.02.2024 21:20","856 μS/cm","119.3 NTU","11.4 mg/L","7.57","28.02.2024 21:22"
"Muuli VKM","28.02.2024 21:15","855 μS/cm","112.32 NTU","11.42 mg/L","7.57","28.02.2024 21:17"
"Muuli VKM","28.02.2024 21:10","853 μS/cm","112.75 NTU","11.43 mg/L","7.57","28.02.2024 21:12"
"Muuli VKM","28.02.2024 21:05","852 μS/cm","101.61 NTU","11.4 mg/L","7.57","28.02.2024 21:07"
"Muuli VKM","28.02.2024 21:00","849 μS/cm","93.62 NTU","11.28 mg/L","7.56","28.02.2024 21:02"
"Muuli VKM","28.02.2024 20:55","849 μS/cm","94.14 NTU","11.29 mg/L","7.56","28.02.2024 20:57"
"Muuli VKM","28.02.2024 20:50","849 μS/cm","94.67 NTU","11.32 mg/L","7.56","28.02.2024 20:52"
"Muuli VKM","28.02.2024 20:45","849 μS/cm","95.35 NTU","11.28 mg/L","7.56","28.02.2024 20:47"
"Muuli VKM","28.02.2024 20:40","849 μS/cm","95.97 NTU","11.29 mg/L","7.56","28.02.2024 20:42"
"Muuli VKM","28.02.2024 20:35","849 μS/cm","96.8 NTU","11.31 mg/L","7.56","28.02.2024 20:37"
"Muuli VKM","28.02.2024 20:30","848 μS/cm","97.78 NTU","11.3 mg/L","7.56","28.02.2024 20:32"
"Muuli VKM","28.02.2024 20:25","849 μS/cm","99.12 NTU","11.29 mg/L","7.57","28.02.2024 20:27"
"Muuli VKM","28.02.2024 20:20","849 μS/cm","100.61 NTU","11.29 mg/L","7.57","28.02.2024 20:22"
"Muuli VKM","28.02.2024 20:15","848 μS/cm","102.29 NTU","11.31 mg/L","7.57","28.02.2024 20:17"
"Muuli VKM","28.02.2024 20:10","848 μS/cm","104.67 NTU","11.32 mg/L","7.57","28.02.2024 20:14"
"Muuli VKM","28.02.2024 20:05","848 μS/cm","108.85 NTU","11.3 mg/L","7.57","28.02.2024 20:07"
"Muuli VKM","28.02.2024 20:00","848 μS/cm","110.17 NTU","11.3 mg/L","7.57","28.02.2024 20:02"
"Muuli VKM","28.02.2024 19:55","848 μS/cm","111.61 NTU","11.3 mg/L","7.57","28.02.2024 19:57"
"Muuli VKM","28.02.2024 19:50","847 μS/cm","113.34 NTU","11.29 mg/L","7.57","28.02.2024 19:52"
"Muuli VKM","28.02.2024 19:45","846 μS/cm","115.34 NTU","11.32 mg/L","7.57","28.02.2024 19:47"
"Muuli VKM","28.02.2024 19:40","845 μS/cm","117.67 NTU","11.3 mg/L","7.57","28.02.2024 19:42"
"Muuli VKM","28.02.2024 19:35","844 μS/cm","120.25 NTU","11.32 mg/L","7.57","28.02.2024 19:37"
"Muuli VKM","28.02.2024 19:30","843 μS/cm","123.62 NTU","11.33 mg/L","7.57","28.02.2024 19:32"
"Muuli VKM","28.02.2024 19:25","842 μS/cm","129 NTU","11.3 mg/L","7.57","28.02.2024 19:27"
"Muuli VKM","28.02.2024 19:20","841 μS/cm","138.37 NTU","11.32 mg/L","7.57","28.02.2024 19:22"
"Muuli VKM","28.02.2024 19:15","839 μS/cm","2080.74 NTU","11.3 mg/L","7.56","28.02.2024 19:17"
"Muuli VKM","28.02.2024 19:10","838 μS/cm","1939.72 NTU","11.33 mg/L","7.56","28.02.2024 19:12"
"Muuli VKM","28.02.2024 19:05","839 μS/cm","594.72 NTU","11.46 mg/L","7.56","28.02.2024 19:07"
"Muuli VKM","28.02.2024 19:00","836 μS/cm","562.78 NTU","11.51 mg/L","7.57","28.02.2024 19:02"
"Muuli VKM","28.02.2024 18:55","836 μS/cm","559.41 NTU","11.51 mg/L","7.57","28.02.2024 18:57"
"Muuli VKM","28.02.2024 18:50","836 μS/cm","556.36 NTU","11.52 mg/L","7.57","28.02.2024 18:52"
"Muuli VKM","28.02.2024 18:45","836 μS/cm","552.3 NTU","11.52 mg/L","7.57","28.02.2024 18:47"
"Muuli VKM","28.02.2024 18:40","836 μS/cm","548.15 NTU","11.55 mg/L","7.57","28.02.2024 18:42"
"Muuli VKM","28.02.2024 18:35","836 μS/cm","543.8 NTU","11.54 mg/L","7.57","28.02.2024 18:37"
"Muuli VKM","28.02.2024 18:30","836 μS/cm","539.64 NTU","11.52 mg/L","7.57","28.02.2024 18:32"
"Muuli VKM","28.02.2024 18:25","836 μS/cm","535.38 NTU","11.54 mg/L","7.58","28.02.2024 18:27"
"Muuli VKM","28.02.2024 18:20","836 μS/cm","531.45 NTU","11.56 mg/L","7.58","28.02.2024 18:22"
"Muuli VKM","28.02.2024 18:15","837 μS/cm","527.58 NTU","11.52 mg/L","7.58","28.02.2024 18:17"
"Muuli VKM","28.02.2024 18:10","836 μS/cm","523.93 NTU","11.54 mg/L","7.58","28.02.2024 18:12"
"Muuli VKM","28.02.2024 18:05","836 μS/cm","522.17 NTU","11.54 mg/L","7.58","28.02.2024 18:07"
"Muuli VKM","28.02.2024 18:00","836 μS/cm","520.48 NTU","11.54 mg/L","7.58","28.02.2024 18:02"
"Muuli VKM","28.02.2024 17:55","836 μS/cm","519.02 NTU","11.56 mg/L","7.58","28.02.2024 17:57"
"Muuli VKM","28.02.2024 17:50","836 μS/cm","517.61 NTU","11.58 mg/L","7.58","28.02.2024 17:52"
"Muuli VKM","28.02.2024 17:45","837 μS/cm","516.51 NTU","11.57 mg/L","7.58","28.02.2024 17:47"
"Muuli VKM","28.02.2024 17:40","838 μS/cm","515.51 NTU","11.57 mg/L","7.58","28.02.2024 17:42"
"Muuli VKM","28.02.2024 17:35","839 μS/cm","514.9 NTU","11.57 mg/L","7.58","28.02.2024 17:37"
"Muuli VKM","28.02.2024 17:30","840 μS/cm","514.93 NTU","11.58 mg/L","7.57","28.02.2024 17:32"
"Muuli VKM","28.02.2024 17:25","842 μS/cm","515.91 NTU","11.59 mg/L","7.57","28.02.2024 17:27"
"Muuli VKM","28.02.2024 17:20","843 μS/cm","523.1 NTU","11.62 mg/L","7.57","28.02.2024 17:22"
"Muuli VKM","28.02.2024 17:15","844 μS/cm","1620.84 NTU","11.59 mg/L","7.57","28.02.2024 17:17"
"Muuli VKM","28.02.2024 17:10","845 μS/cm","773.05 NTU","11.62 mg/L","7.57","28.02.2024 17:12"
"Muuli VKM","28.02.2024 17:05","847 μS/cm","633.38 NTU","11.63 mg/L","7.57","28.02.2024 17:07"
"Muuli VKM","28.02.2024 17:00","845 μS/cm","176.84 NTU","11.51 mg/L","7.55","28.02.2024 17:02"
"Muuli VKM","28.02.2024 16:55","845 μS/cm","175.91 NTU","11.5 mg/L","7.55","28.02.2024 16:57"
"Muuli VKM","28.02.2024 16:50","845 μS/cm","174.99 NTU","11.46 mg/L","7.55","28.02.2024 16:52"
"Muuli VKM","28.02.2024 16:45","845 μS/cm","174.1 NTU","11.5 mg/L","7.55","28.02.2024 16:47"
"Muuli VKM","28.02.2024 16:40","845 μS/cm","172.88 NTU","11.48 mg/L","7.55","28.02.2024 16:42"
"Muuli VKM","28.02.2024 16:35","845 μS/cm","171.57 NTU","11.48 mg/L","7.55","28.02.2024 16:37"
"Muuli VKM","28.02.2024 16:30","845 μS/cm","170.16 NTU","11.49 mg/L","7.55","28.02.2024 16:32"
"Muuli VKM","28.02.2024 16:25","845 μS/cm","168.69 NTU","11.49 mg/L","7.56","28.02.2024 16:27"
"Muuli VKM","28.02.2024 16:20","845 μS/cm","167.14 NTU","11.49 mg/L","7.56","28.02.2024 16:22"
"Muuli VKM","28.02.2024 16:15","845 μS/cm","165.56 NTU","11.51 mg/L","7.56","28.02.2024 16:17"
"Muuli VKM","28.02.2024 16:10","845 μS/cm","163.85 NTU","11.51 mg/L","7.56","28.02.2024 16:12"
"Muuli VKM","28.02.2024 16:05","845 μS/cm","162.61 NTU","11.51 mg/L","7.56","28.02.2024 16:07"
"Muuli VKM","28.02.2024 16:00","846 μS/cm","161.84 NTU","11.55 mg/L","7.56","28.02.2024 16:02"
"Muuli VKM","28.02.2024 15:55","846 μS/cm","161.02 NTU","11.52 mg/L","7.56","28.02.2024 15:57"
"Muuli VKM","28.02.2024 15:50","846 μS/cm","160.21 NTU","11.52 mg/L","7.56","28.02.2024 15:52"
"Muuli VKM","28.02.2024 15:45","846 μS/cm","159.46 NTU","11.53 mg/L","7.55","28.02.2024 15:47"
"Muuli VKM","28.02.2024 15:40","846 μS/cm","158.62 NTU","11.55 mg/L","7.55","28.02.2024 15:47"
"Muuli VKM","28.02.2024 15:35","846 μS/cm","157.82 NTU","11.56 mg/L","7.55","28.02.2024 15:37"
"Muuli VKM","28.02.2024 15:30","846 μS/cm","157.16 NTU","11.56 mg/L","7.55","28.02.2024 15:32"
"Muuli VKM","28.02.2024 15:25","847 μS/cm","156.78 NTU","11.59 mg/L","7.55","28.02.2024 15:27"
"Muuli VKM","28.02.2024 15:20","847 μS/cm","158.2 NTU","11.58 mg/L","7.55","28.02.2024 15:22"
"Muuli VKM","28.02.2024 15:15","847 μS/cm","1498.27 NTU","11.58 mg/L","7.55","28.02.2024 15:17"
"Muuli VKM","28.02.2024 15:10","847 μS/cm","1415.31 NTU","11.59 mg/L","7.54","28.02.2024 15:12"
"Muuli VKM","28.02.2024 15:05","846 μS/cm","1134.37 NTU","11.62 mg/L","7.54","28.02.2024 15:07"
"Muuli VKM","28.02.2024 15:00","846 μS/cm","7.82 NTU","11.38 mg/L","7.52","28.02.2024 15:02"
"Muuli VKM","28.02.2024 14:55","847 μS/cm","8.13 NTU","11.38 mg/L","7.52","28.02.2024 15:02"
"Muuli VKM","28.02.2024 14:50","847 μS/cm","8.64 NTU","11.39 mg/L","7.52","28.02.2024 14:52"
"Muuli VKM","28.02.2024 14:45","847 μS/cm","9.65 NTU","11.45 mg/L","7.52","28.02.2024 14:47"
"Muuli VKM","28.02.2024 14:40","847 μS/cm","9.9 NTU","11.45 mg/L","7.52","28.02.2024 14:42"
"Muuli VKM","28.02.2024 14:35","850 μS/cm","10.21 NTU","11.46 mg/L","7.52","28.02.2024 14:37"
"Muuli VKM","28.02.2024 14:30","852 μS/cm","10.53 NTU","11.48 mg/L","7.51","28.02.2024 14:32"
"Muuli VKM","28.02.2024 14:25","855 μS/cm","10.96 NTU","11.54 mg/L","7.51","28.02.2024 14:27"
"Muuli VKM","28.02.2024 14:20","858 μS/cm","11.51 NTU","11.56 mg/L","7.51","28.02.2024 14:22"
"Muuli VKM","28.02.2024 14:15","860 μS/cm","12.24 NTU","11.56 mg/L","7.51","28.02.2024 14:17"
"Muuli VKM","28.02.2024 14:10","862 μS/cm","13.26 NTU","11.61 mg/L","7.5","28.02.2024 14:12"
"Muuli VKM","28.02.2024 14:05","865 μS/cm","14.76 NTU","11.68 mg/L","7.51","28.02.2024 14:07"
"Muuli VKM","28.02.2024 14:00","868 μS/cm","17.28 NTU","11.8 mg/L","7.51","28.02.2024 14:02"
"Muuli VKM","28.02.2024 13:55","861 μS/cm","1727.94 NTU","12.08 mg/L","7.53","28.02.2024 13:57"
"Muuli VKM","28.02.2024 13:50","876 μS/cm","1255.02 NTU","10.97 mg/L","7.49","28.02.2024 13:52"
"Muuli VKM","28.02.2024 13:45","879 μS/cm","1258.85 NTU","10.99 mg/L","7.49","28.02.2024 13:47"
"Muuli VKM","28.02.2024 13:40","881 μS/cm","1263.33 NTU","11 mg/L","7.49","28.02.2024 13:42"
"Muuli VKM","28.02.2024 13:35","883 μS/cm","1268.74 NTU","10.99 mg/L","7.49","28.02.2024 13:37"
"Muuli VKM","28.02.2024 13:30","886 μS/cm","1274.72 NTU","10.96 mg/L","7.49","28.02.2024 13:37"
"Muuli VKM","28.02.2024 13:25","888 μS/cm","1281.95 NTU","10.97 mg/L","7.49","28.02.2024 13:27"
"Muuli VKM","28.02.2024 13:20","891 μS/cm","1292.66 NTU","10.97 mg/L","7.49","28.02.2024 13:22"
"Muuli VKM","28.02.2024 13:15","893 μS/cm","925.87 NTU","10.98 mg/L","7.48","28.02.2024 13:17"
"Muuli VKM","28.02.2024 13:10","895 μS/cm","910.5 NTU","10.98 mg/L","7.48","28.02.2024 13:12"
"Muuli VKM","28.02.2024 13:05","897 μS/cm","896.24 NTU","11 mg/L","7.47","28.02.2024 13:07"
"Muuli VKM","28.02.2024 13:00","898 μS/cm","879.95 NTU","10.97 mg/L","7.47","28.02.2024 13:02"
"Muuli VKM","28.02.2024 12:55","898 μS/cm","904.88 NTU","10.98 mg/L","7.47","28.02.2024 12:57"
"Muuli VKM","28.02.2024 12:50","898 μS/cm","930.93 NTU","10.97 mg/L","7.47","28.02.2024 12:52"
"Muuli VKM","28.02.2024 12:45","898 μS/cm","938.09 NTU","11.01 mg/L","7.47","28.02.2024 12:47"
"Muuli VKM","28.02.2024 12:40","898 μS/cm","945.51 NTU","11.01 mg/L","7.47","28.02.2024 12:42"
"Muuli VKM","28.02.2024 12:35","898 μS/cm","953.1 NTU","11 mg/L","7.48","28.02.2024 12:37"
"Muuli VKM","28.02.2024 12:30","899 μS/cm","961.19 NTU","10.98 mg/L","7.48","28.02.2024 12:32"
"Muuli VKM","28.02.2024 12:25","899 μS/cm","969.8 NTU","10.99 mg/L","7.48","28.02.2024 12:27"
"Muuli VKM","28.02.2024 12:20","899 μS/cm","979.16 NTU","11 mg/L","7.48","28.02.2024 12:22"
"Muuli VKM","28.02.2024 12:15","899 μS/cm","989.31 NTU","11.01 mg/L","7.49","28.02.2024 12:17"
"Muuli VKM","28.02.2024 12:10","899 μS/cm","999.23 NTU","11 mg/L","7.49","28.02.2024 12:12"
"Muuli VKM","28.02.2024 12:05","899 μS/cm","1001.44 NTU","11.02 mg/L","7.49","28.02.2024 12:07"
"Muuli VKM","28.02.2024 12:00","899 μS/cm","1004.94 NTU","11 mg/L","7.49","28.02.2024 12:02"
"Muuli VKM","28.02.2024 11:55","898 μS/cm","1008.4 NTU","10.99 mg/L","7.49","28.02.2024 11:57"
"Muuli VKM","28.02.2024 11:50","896 μS/cm","1011.78 NTU","10.98 mg/L","7.49","28.02.2024 11:52"
"Muuli VKM","28.02.2024 11:45","894 μS/cm","1015.25 NTU","10.98 mg/L","7.49","28.02.2024 11:47"
"Muuli VKM","28.02.2024 11:40","892 μS/cm","1018.49 NTU","11 mg/L","7.5","28.02.2024 11:42"
"Muuli VKM","28.02.2024 11:35","891 μS/cm","1020.76 NTU","10.99 mg/L","7.5","28.02.2024 11:37"
"Muuli VKM","28.02.2024 11:30","889 μS/cm","1020.81 NTU","10.98 mg/L","7.49","28.02.2024 11:32"
"Muuli VKM","28.02.2024 11:25","887 μS/cm","1015.16 NTU","10.96 mg/L","7.49","28.02.2024 11:27"
"Muuli VKM","28.02.2024 11:20","885 μS/cm","978.93 NTU","10.99 mg/L","7.49","28.02.2024 11:22"
"Muuli VKM","28.02.2024 11:15","883 μS/cm","1443.46 NTU","10.99 mg/L","7.48","28.02.2024 11:17"
"Muuli VKM","28.02.2024 11:10","883 μS/cm","1434.13 NTU","10.99 mg/L","7.47","28.02.2024 11:12"
"Muuli VKM","28.02.2024 11:05","885 μS/cm","1453.25 NTU","11.07 mg/L","7.46","28.02.2024 11:07"
"Muuli VKM","28.02.2024 11:00","886 μS/cm","888.5 NTU","11.07 mg/L","7.47","28.02.2024 11:02"
"Muuli VKM","28.02.2024 10:55","886 μS/cm","890.32 NTU","11.08 mg/L","7.47","28.02.2024 11:02"
"Muuli VKM","28.02.2024 10:50","886 μS/cm","892.22 NTU","11.09 mg/L","7.47","28.02.2024 10:52"
"Muuli VKM","28.02.2024 10:45","886 μS/cm","894.24 NTU","11.07 mg/L","7.47","28.02.2024 10:47"
"Muuli VKM","28.02.2024 10:40","886 μS/cm","896.51 NTU","11.09 mg/L","7.48","28.02.2024 10:42"
"Muuli VKM","28.02.2024 10:35","886 μS/cm","898.94 NTU","11.09 mg/L","7.48","28.02.2024 10:37"
"Muuli VKM","28.02.2024 10:30","886 μS/cm","901.66 NTU","11.07 mg/L","7.48","28.02.2024 10:32"
"Muuli VKM","28.02.2024 10:25","886 μS/cm","904.66 NTU","11.06 mg/L","7.48","28.02.2024 10:27"
"Muuli VKM","28.02.2024 10:20","886 μS/cm","908.14 NTU","11.07 mg/L","7.48","28.02.2024 10:22"
"Muuli VKM","28.02.2024 10:15","886 μS/cm","912.01 NTU","11.07 mg/L","7.49","28.02.2024 10:17"
